,batch_tom,Run,Regular average,Regular times,Time steps,ToM average,ToM times,configuration,save_plots,batch_run,batch_panic,width,height,N
10,2,10,48.01724137931034,"[7, 9, 11, 13, 13, 15, 15, 18, 21, 22, 22, 24, 27, 28, 28, 30, 32, 34, 34, 36, 37, 38, 39, 40, 41, 45, 47, 48, 49, 50, 52, 52, 52, 56, 57, 58, 59, 59, 61, 63, 63, 63, 65, 66, 67, 67, 69, 71, 72, 76, 76, 78, 78, 79, 80, 81, 95, 97]",98,55.5,"[42, 69]","{'dimensions': (1000, 500), 'num_agents': 60, 'theory_of_mind': 5, 'panic_dynamic': [3, 4], 'agent_boundaries': [25, 975, 25, 475], 'obstacles': [<src.model.entities.Obstacle.Obstacle object at 0x000001DBABD2B908>, <src.model.entities.Obstacle.Obstacle object at 0x000001DBABD2B940>, <src.model.entities.Obstacle.Obstacle object at 0x000001DBABD2B978>, <src.model.entities.Obstacle.Obstacle object at 0x000001DBABD2B9B0>, <src.model.entities.Obstacle.Obstacle object at 0x000001DBABD2B9E8>, <src.model.entities.Obstacle.Obstacle object at 0x000001DBABD2BA20>, <src.model.entities.Obstacle.Obstacle object at 0x000001DBABD2BA58>], 'exits': [<src.model.entities.Exit.Exit object at 0x000001DBABD2BAC8>, <src.model.entities.Exit.Exit object at 0x000001DBABD2BB00>], 'hazard': <src.model.entities.Hazard.Hazard object at 0x000001DBABD2BB38>}",False,True,"[3, 4]",1000,500,60
11,2,11,41.44827586206897,"[4, 6, 7, 8, 11, 13, 15, 17, 18, 19, 21, 22, 22, 23, 24, 25, 28, 28, 30, 31, 31, 34, 35, 36, 37, 38, 39, 40, 41, 41, 42, 44, 47, 48, 48, 49, 50, 51, 51, 53, 53, 55, 56, 58, 59, 60, 61, 61, 61, 63, 65, 65, 66, 67, 67, 82, 88, 90]",91,20.0,"[10, 30]","{'dimensions': (1000, 500), 'num_agents': 60, 'theory_of_mind': 5, 'panic_dynamic': [3, 4], 'agent_boundaries': [25, 975, 25, 475], 'obstacles': [<src.model.entities.Obstacle.Obstacle object at 0x000001DBABD2B908>, <src.model.entities.Obstacle.Obstacle object at 0x000001DBABD2B940>, <src.model.entities.Obstacle.Obstacle object at 0x000001DBABD2B978>, <src.model.entities.Obstacle.Obstacle object at 0x000001DBABD2B9B0>, <src.model.entities.Obstacle.Obstacle object at 0x000001DBABD2B9E8>, <src.model.entities.Obstacle.Obstacle object at 0x000001DBABD2BA20>, <src.model.entities.Obstacle.Obstacle object at 0x000001DBABD2BA58>], 'exits': [<src.model.entities.Exit.Exit object at 0x000001DBABD2BAC8>, <src.model.entities.Exit.Exit object at 0x000001DBABD2BB00>], 'hazard': <src.model.entities.Hazard.Hazard object at 0x000001DBABD2BB38>}",False,True,"[3, 4]",1000,500,60
12,2,12,41.01724137931034,"[5, 7, 7, 8, 9, 11, 12, 13, 15, 18, 19, 20, 21, 23, 24, 26, 28, 30, 32, 34, 34, 35, 36, 36, 38, 38, 40, 40, 41, 41, 42, 43, 44, 45, 46, 46, 47, 47, 48, 49, 50, 51, 51, 53, 55, 57, 60, 62, 64, 67, 69, 73, 74, 75, 77, 79, 81, 83]",84,39.0,"[28, 50]","{'dimensions': (1000, 500), 'num_agents': 60, 'theory_of_mind': 5, 'panic_dynamic': [3, 4], 'agent_boundaries': [25, 975, 25, 475], 'obstacles': [<src.model.entities.Obstacle.Obstacle object at 0x000001DBABD2B908>, <src.model.entities.Obstacle.Obstacle object at 0x000001DBABD2B940>, <src.model.entities.Obstacle.Obstacle object at 0x000001DBABD2B978>, <src.model.entities.Obstacle.Obstacle object at 0x000001DBABD2B9B0>, <src.model.entities.Obstacle.Obstacle object at 0x000001DBABD2B9E8>, <src.model.entities.Obstacle.Obstacle object at 0x000001DBABD2BA20>, <src.model.entities.Obstacle.Obstacle object at 0x000001DBABD2BA58>], 'exits': [<src.model.entities.Exit.Exit object at 0x000001DBABD2BAC8>, <src.model.entities.Exit.Exit object at 0x000001DBABD2BB00>], 'hazard': <src.model.entities.Hazard.Hazard object at 0x000001DBABD2BB38>}",False,True,"[3, 4]",1000,500,60
13,2,13,45.98275862068966,"[6, 8, 10, 12, 12, 15, 16, 16, 16, 18, 19, 21, 23, 25, 27, 27, 29, 29, 29, 31, 31, 32, 34, 35, 36, 36, 38, 38, 43, 43, 45, 47, 48, 49, 50, 55, 56, 57, 58, 59, 60, 63, 65, 66, 67, 69, 71, 73, 75, 77, 80, 84, 86, 86, 88, 91, 93, 94]",95,40.0,"[19, 61]","{'dimensions': (1000, 500), 'num_agents': 60, 'theory_of_mind': 5, 'panic_dynamic': [3, 4], 'agent_boundaries': [25, 975, 25, 475], 'obstacles': [<src.model.entities.Obstacle.Obstacle object at 0x000001DBABD2B908>, <src.model.entities.Obstacle.Obstacle object at 0x000001DBABD2B940>, <src.model.entities.Obstacle.Obstacle object at 0x000001DBABD2B978>, <src.model.entities.Obstacle.Obstacle object at 0x000001DBABD2B9B0>, <src.model.entities.Obstacle.Obstacle object at 0x000001DBABD2B9E8>, <src.model.entities.Obstacle.Obstacle object at 0x000001DBABD2BA20>, <src.model.entities.Obstacle.Obstacle object at 0x000001DBABD2BA58>], 'exits': [<src.model.entities.Exit.Exit object at 0x000001DBABD2BAC8>, <src.model.entities.Exit.Exit object at 0x000001DBABD2BB00>], 'hazard': <src.model.entities.Hazard.Hazard object at 0x000001DBABD2BB38>}",False,True,"[3, 4]",1000,500,60
14,2,14,35.89655172413793,"[2, 4, 4, 6, 9, 9, 10, 12, 14, 16, 18, 20, 20, 22, 22, 24, 25, 25, 28, 28, 30, 31, 32, 32, 33, 34, 34, 36, 37, 39, 39, 40, 41, 41, 42, 42, 43, 44, 45, 45, 47, 48, 48, 49, 49, 51, 52, 53, 54, 55, 57, 57, 59, 61, 62, 65, 66, 71]",72,47.5,"[26, 69]","{'dimensions': (1000, 500), 'num_agents': 60, 'theory_of_mind': 5, 'panic_dynamic': [3, 4], 'agent_boundaries': [25, 975, 25, 475], 'obstacles': [<src.model.entities.Obstacle.Obstacle object at 0x000001DBABD2B908>, <src.model.entities.Obstacle.Obstacle object at 0x000001DBABD2B940>, <src.model.entities.Obstacle.Obstacle object at 0x000001DBABD2B978>, <src.model.entities.Obstacle.Obstacle object at 0x000001DBABD2B9B0>, <src.model.entities.Obstacle.Obstacle object at 0x000001DBABD2B9E8>, <src.model.entities.Obstacle.Obstacle object at 0x000001DBABD2BA20>, <src.model.entities.Obstacle.Obstacle object at 0x000001DBABD2BA58>], 'exits': [<src.model.entities.Exit.Exit object at 0x000001DBABD2BAC8>, <src.model.entities.Exit.Exit object at 0x000001DBABD2BB00>], 'hazard': <src.model.entities.Hazard.Hazard object at 0x000001DBABD2BB38>}",False,True,"[3, 4]",1000,500,60
15,3,15,37.91228070175438,"[2, 7, 8, 9, 11, 13, 15, 18, 19, 19, 21, 22, 23, 24, 24, 26, 26, 27, 27, 28, 29, 30, 31, 32, 32, 34, 34, 35, 37, 39, 39, 39, 41, 43, 43, 43, 45, 47, 47, 48, 49, 50, 53, 54, 54, 55, 57, 59, 60, 60, 61, 66, 66, 68, 68, 71, 73]",74,32.666666666666664,"[16, 37, 45]","{'dimensions': (1000, 500), 'num_agents': 60, 'theory_of_mind': 5, 'panic_dynamic': [3, 4], 'agent_boundaries': [25, 975, 25, 475], 'obstacles': [<src.model.entities.Obstacle.Obstacle object at 0x000001DBABD2B908>, <src.model.entities.Obstacle.Obstacle object at 0x000001DBABD2B940>, <src.model.entities.Obstacle.Obstacle object at 0x000001DBABD2B978>, <src.model.entities.Obstacle.Obstacle object at 0x000001DBABD2B9B0>, <src.model.entities.Obstacle.Obstacle object at 0x000001DBABD2B9E8>, <src.model.entities.Obstacle.Obstacle object at 0x000001DBABD2BA20>, <src.model.entities.Obstacle.Obstacle object at 0x000001DBABD2BA58>], 'exits': [<src.model.entities.Exit.Exit object at 0x000001DBABD2BAC8>, <src.model.entities.Exit.Exit object at 0x000001DBABD2BB00>], 'hazard': <src.model.entities.Hazard.Hazard object at 0x000001DBABD2BB38>}",False,True,"[3, 4]",1000,500,60
16,3,16,43.54385964912281,"[6, 8, 14, 16, 17, 17, 18, 19, 20, 21, 22, 23, 23, 25, 26, 29, 29, 30, 32, 32, 35, 35, 36, 40, 41, 41, 42, 44, 44, 45, 47, 48, 50, 51, 51, 53, 55, 55, 58, 58, 59, 60, 60, 62, 62, 63, 65, 65, 65, 66, 67, 68, 71, 71, 73, 74, 75]",76,62.333333333333336,"[57, 60, 70]","{'dimensions': (1000, 500), 'num_agents': 60, 'theory_of_mind': 5, 'panic_dynamic': [3, 4], 'agent_boundaries': [25, 975, 25, 475], 'obstacles': [<src.model.entities.Obstacle.Obstacle object at 0x000001DBABD2B908>, <src.model.entities.Obstacle.Obstacle object at 0x000001DBABD2B940>, <src.model.entities.Obstacle.Obstacle object at 0x000001DBABD2B978>, <src.model.entities.Obstacle.Obstacle object at 0x000001DBABD2B9B0>, <src.model.entities.Obstacle.Obstacle object at 0x000001DBABD2B9E8>, <src.model.entities.Obstacle.Obstacle object at 0x000001DBABD2BA20>, <src.model.entities.Obstacle.Obstacle object at 0x000001DBABD2BA58>], 'exits': [<src.model.entities.Exit.Exit object at 0x000001DBABD2BAC8>, <src.model.entities.Exit.Exit object at 0x000001DBABD2BB00>], 'hazard': <src.model.entities.Hazard.Hazard object at 0x000001DBABD2BB38>}",False,True,"[3, 4]",1000,500,60
17,3,17,36.96491228070175,"[2, 4, 5, 5, 7, 8, 10, 11, 13, 15, 15, 16, 17, 19, 21, 21, 21, 24, 24, 25, 27, 28, 28, 29, 31, 32, 33, 35, 37, 37, 38, 42, 43, 43, 45, 45, 46, 47, 52, 52, 52, 54, 55, 56, 56, 58, 59, 60, 62, 62, 63, 65, 69, 69, 71, 71, 72]",73,64.66666666666667,"[60, 66, 68]","{'dimensions': (1000, 500), 'num_agents': 60, 'theory_of_mind': 5, 'panic_dynamic': [3, 4], 'agent_boundaries': [25, 975, 25, 475], 'obstacles': [<src.model.entities.Obstacle.Obstacle object at 0x000001DBABD2B908>, <src.model.entities.Obstacle.Obstacle object at 0x000001DBABD2B940>, <src.model.entities.Obstacle.Obstacle object at 0x000001DBABD2B978>, <src.model.entities.Obstacle.Obstacle object at 0x000001DBABD2B9B0>, <src.model.entities.Obstacle.Obstacle object at 0x000001DBABD2B9E8>, <src.model.entities.Obstacle.Obstacle object at 0x000001DBABD2BA20>, <src.model.entities.Obstacle.Obstacle object at 0x000001DBABD2BA58>], 'exits': [<src.model.entities.Exit.Exit object at 0x000001DBABD2BAC8>, <src.model.entities.Exit.Exit object at 0x000001DBABD2BB00>], 'hazard': <src.model.entities.Hazard.Hazard object at 0x000001DBABD2BB38>}",False,True,"[3, 4]",1000,500,60
18,3,18,37.68421052631579,"[2, 3, 6, 8, 9, 11, 13, 13, 15, 16, 19, 19, 19, 21, 21, 23, 23, 25, 26, 27, 28, 29, 30, 30, 31, 33, 33, 34, 35, 37, 37, 39, 39, 41, 41, 42, 45, 45, 47, 48, 49, 50, 51, 53, 53, 55, 58, 62, 64, 67, 68, 70, 73, 76, 78, 78, 80]",81,48.666666666666664,"[24, 47, 75]","{'dimensions': (1000, 500), 'num_agents': 60, 'theory_of_mind': 5, 'panic_dynamic': [3, 4], 'agent_boundaries': [25, 975, 25, 475], 'obstacles': [<src.model.entities.Obstacle.Obstacle object at 0x000001DBABD2B908>, <src.model.entities.Obstacle.Obstacle object at 0x000001DBABD2B940>, <src.model.entities.Obstacle.Obstacle object at 0x000001DBABD2B978>, <src.model.entities.Obstacle.Obstacle object at 0x000001DBABD2B9B0>, <src.model.entities.Obstacle.Obstacle object at 0x000001DBABD2B9E8>, <src.model.entities.Obstacle.Obstacle object at 0x000001DBABD2BA20>, <src.model.entities.Obstacle.Obstacle object at 0x000001DBABD2BA58>], 'exits': [<src.model.entities.Exit.Exit object at 0x000001DBABD2BAC8>, <src.model.entities.Exit.Exit object at 0x000001DBABD2BB00>], 'hazard': <src.model.entities.Hazard.Hazard object at 0x000001DBABD2BB38>}",False,True,"[3, 4]",1000,500,60
19,3,19,45.31578947368421,"[6, 12, 13, 16, 18, 18, 20, 20, 20, 22, 22, 23, 25, 25, 26, 27, 28, 28, 29, 30, 33, 35, 35, 37, 38, 38, 39, 39, 41, 42, 44, 44, 46, 48, 50, 55, 57, 59, 61, 62, 65, 66, 67, 68, 69, 70, 72, 72, 73, 74, 75, 76, 78, 79, 82, 82, 84]",85,50.333333333333336,"[31, 44, 76]","{'dimensions': (1000, 500), 'num_agents': 60, 'theory_of_mind': 5, 'panic_dynamic': [3, 4], 'agent_boundaries': [25, 975, 25, 475], 'obstacles': [<src.model.entities.Obstacle.Obstacle object at 0x000001DBABD2B908>, <src.model.entities.Obstacle.Obstacle object at 0x000001DBABD2B940>, <src.model.entities.Obstacle.Obstacle object at 0x000001DBABD2B978>, <src.model.entities.Obstacle.Obstacle object at 0x000001DBABD2B9B0>, <src.model.entities.Obstacle.Obstacle object at 0x000001DBABD2B9E8>, <src.model.entities.Obstacle.Obstacle object at 0x000001DBABD2BA20>, <src.model.entities.Obstacle.Obstacle object at 0x000001DBABD2BA58>], 'exits': [<src.model.entities.Exit.Exit object at 0x000001DBABD2BAC8>, <src.model.entities.Exit.Exit object at 0x000001DBABD2BB00>], 'hazard': <src.model.entities.Hazard.Hazard object at 0x000001DBABD2BB38>}",False,True,"[3, 4]",1000,500,60
