,batch_tom,Run,Regular average,Regular times,Time steps,ToM average,ToM times,configuration,save_plots,batch_run,batch_panic,width,height,N
25,5,25,21.666666666666668,"[13, 15, 16, 17, 17, 19, 19, 21, 21, 21, 23, 23, 29, 35, 36]",38,23.6,"[15, 19, 23, 24, 37]","{'dimensions': (500, 500), 'num_agents': 20, 'theory_of_mind': 10, 'panic_dynamic': [3, 4], 'agent_boundaries': [175, 325, 175, 325], 'obstacles': [], 'exits': [<src.model.entities.Exit.Exit object at 0x0318E6A0>, <src.model.entities.Exit.Exit object at 0x0318E4D8>, <src.model.entities.Exit.Exit object at 0x0343B2F8>, <src.model.entities.Exit.Exit object at 0x1134F6D0>], 'hazard': <src.model.entities.Hazard.Hazard object at 0x1134F7C0>}",False,True,"[3, 4]",500,500,20
26,5,26,27.066666666666666,"[14, 15, 15, 17, 19, 19, 21, 21, 23, 29, 32, 38, 41, 50, 52]",53,40.8,"[17, 43, 46, 47, 51]","{'dimensions': (500, 500), 'num_agents': 20, 'theory_of_mind': 10, 'panic_dynamic': [3, 4], 'agent_boundaries': [175, 325, 175, 325], 'obstacles': [], 'exits': [<src.model.entities.Exit.Exit object at 0x0318E6A0>, <src.model.entities.Exit.Exit object at 0x0318E4D8>, <src.model.entities.Exit.Exit object at 0x0343B2F8>, <src.model.entities.Exit.Exit object at 0x1134F6D0>], 'hazard': <src.model.entities.Hazard.Hazard object at 0x1134F7C0>}",False,True,"[3, 4]",500,500,20
27,5,27,24.2,"[14, 15, 16, 18, 18, 20, 22, 25, 25, 27, 29, 31, 31, 35, 37]",48,31.0,"[15, 18, 31, 44, 47]","{'dimensions': (500, 500), 'num_agents': 20, 'theory_of_mind': 10, 'panic_dynamic': [3, 4], 'agent_boundaries': [175, 325, 175, 325], 'obstacles': [], 'exits': [<src.model.entities.Exit.Exit object at 0x0318E6A0>, <src.model.entities.Exit.Exit object at 0x0318E4D8>, <src.model.entities.Exit.Exit object at 0x0343B2F8>, <src.model.entities.Exit.Exit object at 0x1134F6D0>], 'hazard': <src.model.entities.Hazard.Hazard object at 0x1134F7C0>}",False,True,"[3, 4]",500,500,20
28,5,28,21.666666666666668,"[13, 13, 15, 15, 15, 17, 17, 19, 19, 19, 27, 29, 30, 36, 41]",44,29.0,"[21, 23, 25, 33, 43]","{'dimensions': (500, 500), 'num_agents': 20, 'theory_of_mind': 10, 'panic_dynamic': [3, 4], 'agent_boundaries': [175, 325, 175, 325], 'obstacles': [], 'exits': [<src.model.entities.Exit.Exit object at 0x0318E6A0>, <src.model.entities.Exit.Exit object at 0x0318E4D8>, <src.model.entities.Exit.Exit object at 0x0343B2F8>, <src.model.entities.Exit.Exit object at 0x1134F6D0>], 'hazard': <src.model.entities.Hazard.Hazard object at 0x1134F7C0>}",False,True,"[3, 4]",500,500,20
29,5,29,21.066666666666666,"[13, 15, 16, 18, 18, 19, 20, 20, 21, 22, 22, 23, 24, 29, 36]",42,28.6,"[14, 17, 33, 38, 41]","{'dimensions': (500, 500), 'num_agents': 20, 'theory_of_mind': 10, 'panic_dynamic': [3, 4], 'agent_boundaries': [175, 325, 175, 325], 'obstacles': [], 'exits': [<src.model.entities.Exit.Exit object at 0x0318E6A0>, <src.model.entities.Exit.Exit object at 0x0318E4D8>, <src.model.entities.Exit.Exit object at 0x0343B2F8>, <src.model.entities.Exit.Exit object at 0x1134F6D0>], 'hazard': <src.model.entities.Hazard.Hazard object at 0x1134F7C0>}",False,True,"[3, 4]",500,500,20
30,6,30,25.214285714285715,"[14, 15, 16, 17, 18, 18, 18, 20, 22, 29, 32, 36, 48, 50]",53,33.833333333333336,"[14, 16, 34, 42, 45, 52]","{'dimensions': (500, 500), 'num_agents': 20, 'theory_of_mind': 10, 'panic_dynamic': [3, 4], 'agent_boundaries': [175, 325, 175, 325], 'obstacles': [], 'exits': [<src.model.entities.Exit.Exit object at 0x0318E6A0>, <src.model.entities.Exit.Exit object at 0x0318E4D8>, <src.model.entities.Exit.Exit object at 0x0343B2F8>, <src.model.entities.Exit.Exit object at 0x1134F6D0>], 'hazard': <src.model.entities.Hazard.Hazard object at 0x1134F7C0>}",False,True,"[3, 4]",500,500,20
31,6,31,22.857142857142858,"[14, 14, 15, 16, 16, 17, 18, 19, 20, 22, 23, 40, 40, 46]",47,29.0,"[20, 21, 26, 31, 34, 42]","{'dimensions': (500, 500), 'num_agents': 20, 'theory_of_mind': 10, 'panic_dynamic': [3, 4], 'agent_boundaries': [175, 325, 175, 325], 'obstacles': [], 'exits': [<src.model.entities.Exit.Exit object at 0x0318E6A0>, <src.model.entities.Exit.Exit object at 0x0318E4D8>, <src.model.entities.Exit.Exit object at 0x0343B2F8>, <src.model.entities.Exit.Exit object at 0x1134F6D0>], 'hazard': <src.model.entities.Hazard.Hazard object at 0x1134F7C0>}",False,True,"[3, 4]",500,500,20
32,6,32,20.071428571428573,"[13, 14, 14, 15, 16, 17, 17, 19, 21, 21, 23, 25, 30, 36]",49,39.333333333333336,"[18, 40, 41, 43, 46, 48]","{'dimensions': (500, 500), 'num_agents': 20, 'theory_of_mind': 10, 'panic_dynamic': [3, 4], 'agent_boundaries': [175, 325, 175, 325], 'obstacles': [], 'exits': [<src.model.entities.Exit.Exit object at 0x0318E6A0>, <src.model.entities.Exit.Exit object at 0x0318E4D8>, <src.model.entities.Exit.Exit object at 0x0343B2F8>, <src.model.entities.Exit.Exit object at 0x1134F6D0>], 'hazard': <src.model.entities.Hazard.Hazard object at 0x1134F7C0>}",False,True,"[3, 4]",500,500,20
33,6,33,25.5,"[15, 15, 17, 17, 17, 19, 19, 21, 23, 23, 33, 43, 45, 50]",51,30.666666666666668,"[19, 21, 21, 36, 39, 48]","{'dimensions': (500, 500), 'num_agents': 20, 'theory_of_mind': 10, 'panic_dynamic': [3, 4], 'agent_boundaries': [175, 325, 175, 325], 'obstacles': [], 'exits': [<src.model.entities.Exit.Exit object at 0x0318E6A0>, <src.model.entities.Exit.Exit object at 0x0318E4D8>, <src.model.entities.Exit.Exit object at 0x0343B2F8>, <src.model.entities.Exit.Exit object at 0x1134F6D0>], 'hazard': <src.model.entities.Hazard.Hazard object at 0x1134F7C0>}",False,True,"[3, 4]",500,500,20
34,6,34,22.642857142857142,"[13, 15, 15, 16, 17, 17, 18, 20, 21, 25, 30, 33, 35, 42]",48,31.166666666666668,"[14, 19, 23, 40, 44, 47]","{'dimensions': (500, 500), 'num_agents': 20, 'theory_of_mind': 10, 'panic_dynamic': [3, 4], 'agent_boundaries': [175, 325, 175, 325], 'obstacles': [], 'exits': [<src.model.entities.Exit.Exit object at 0x0318E6A0>, <src.model.entities.Exit.Exit object at 0x0318E4D8>, <src.model.entities.Exit.Exit object at 0x0343B2F8>, <src.model.entities.Exit.Exit object at 0x1134F6D0>], 'hazard': <src.model.entities.Hazard.Hazard object at 0x1134F7C0>}",False,True,"[3, 4]",500,500,20
